StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.2,Q2.4,Q2.5,Q2.6,Q2.8_First Click,Q2.8_Last Click,Q2.8_Page Submit,Q2.8_Click Count,Q2.10,Q2.11_First Click,Q2.11_Last Click,Q2.11_Page Submit,Q2.11_Click Count,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.9_First Click,Q3.9_Last Click,Q3.9_Page Submit,Q3.9_Click Count,Q3.11,Q3.12_First Click,Q3.12_Last Click,Q3.12_Page Submit,Q3.12_Click Count,Q4.2_First Click,Q4.2_Last Click,Q4.2_Page Submit,Q4.2_Click Count,Q4.4,Q4.5_First Click,Q4.5_Last Click,Q4.5_Page Submit,Q4.5_Click Count,Q5.2,Q5.3_First Click,Q5.3_Last Click,Q5.3_Page Submit,Q5.3_Click Count,Q5.5,Q5.5_First Click,Q5.5_Last Click,Q5.5_Page Submit,Q5.5_Click Count,CoinFlip,Q6.2,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q8.4,id
2020-10-14 22:11:49,2020-10-14 22:12:37,Survey Preview,,100,48,True,2020-10-14 22:12:38,R_2qDHSZVNYrJiJfd,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.675,0,Option 2,6.273,6.273,8.243,1,Option2,Option1,88,88,ony,,ony,It was too short,
2020-10-14 22:12:57,2020-10-14 22:13:25,Survey Preview,,100,28,True,2020-10-14 22:13:25,R_AHCOiOGxa9DRfDr,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.216,0,Option 2,1.264,1.264,2.302,1,,,,,,,,,,,Option2,Option2,,,ony,,,,
2020-10-14 22:13:47,2020-10-14 22:14:34,Survey Preview,,100,46,True,2020-10-14 22:14:35,R_2QgGXAr9dzrXY2f,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,10,True,False,True,1.895,8.731,14.118,9,Option 2,1.39,1.39,2.466,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,,,,,
2020-10-14 22:18:41,2020-10-14 22:19:37,Survey Preview,,100,55,True,2020-10-14 22:19:37,R_3Mli08ua8ukdttg,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.793,0,Option 1,4.197,4.197,6.996,1,Option2,Option2,88,88,,,,,
2020-10-14 22:20:23,2020-10-14 22:21:07,Survey Preview,,100,43,True,2020-10-14 22:21:07,R_2Y4mqfuMgt67J7w,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.554,0,Option 1,2.322,5.097,5.981,2,,,,,,,,,,,Option2,Option1,,,,,,,
2020-10-14 22:24:10,2020-10-14 22:24:43,Survey Preview,,100,33,True,2020-10-14 22:24:44,R_31LTbQ7vfdo0Byu,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,0,0,5.802,0,Option 2,2.826,2.826,4.053,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,,,,,
2020-10-14 22:25:56,2020-10-14 22:26:48,Survey Preview,,100,52,True,2020-10-14 22:26:48,R_6sqC3uZFUpkKRyN,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,1.431,4.559,8.577,2,,0,0,4.953,0,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,ony,,ony,It was too long,
2020-10-14 22:31:05,2020-10-14 22:31:39,Survey Preview,,100,33,True,2020-10-14 22:31:40,R_2WvZUHNo6k5u8VP,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.072,0,Option 2,1.136,1.136,2.024,1,,,,,,,,,,,Option2,Option2,,,ony,,ony,It was too long,
2020-10-14 22:35:03,2020-10-14 22:35:36,Survey Preview,,100,32,True,2020-10-14 22:35:37,R_RgHa1sFrVxi0Ww9,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,0,0,1.906,0,Option 2,1.809,2.439,2.83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,,,,,
2020-10-15 12:32:38,2020-10-15 12:33:26,Survey Preview,,100,47,True,2020-10-15 12:33:27,R_1M3V5djc8mzy6fl,,,,,39.422607421875,-74.49590301513671875,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.595,0,Option 1,2.92,2.92,3.586,1,Option2,Option1,88,88,ony,,ony,It was too long,
2020-10-15 12:34:14,2020-10-15 12:41:25,Survey Preview,,100,431,True,2020-10-15 12:41:25,R_1mgAkH8G2VkvSyN,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,0,0,238.257,0,,0,0,11.807,0,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,ony,,ony,It was too short,
2020-10-16 11:39:21,2020-10-16 11:40:05,IP Address,73.178.198.150,100,43,True,2020-10-16 11:40:05,R_1cZYt5EkJkGUsol,,,,,39.422607421875,-74.49590301513671875,anonymous,EN,I understand the information above and wish to continue,10,False,False,False,2.129,8.622,9.716,5,Option 2,1.309,1.309,3.181,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option1,,,ony,ony,ony,It was too short,66945
2020-10-16 11:43:54,2020-10-16 11:44:24,IP Address,73.178.198.150,100,29,True,2020-10-16 11:44:24,R_2416lXjev7smL7j,,,,,39.422607421875,-74.49590301513671875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.777,0,Option 2,0.672,0.672,1.645,1,,,,,,,,,,,Option2,Option1,,,ony,,ony,It was too long,66945
2020-10-16 12:22:36,2020-10-16 12:25:53,Survey Preview,,100,197,True,2020-10-16 12:25:54,R_1rwZlo4mZid2GXh,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,64.161,0,Option 2,22.636,22.636,25.354,1,Option1,Option2,88,88,ony,,ony,It was too short,
2020-10-16 12:27:00,2020-10-16 12:28:23,IP Address,73.178.198.150,100,82,True,2020-10-16 12:28:23,R_117IJYTJ9fv0Nvg,,,,,39.422607421875,-74.49590301513671875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.435,0,Option 2,2.302,2.302,6.047,1,,,,,,,,,,,Option2,Option1,,,ony,,ony,It was too short,66945
2020-10-19 12:55:27,2020-10-19 12:57:36,Survey Preview,,100,129,True,2020-10-19 12:57:37,R_BY9ewaM6uhTO5xv,,,,,39.422607421875,-74.49590301513671875,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,10,False,False,True,,11.496,34.381,39.935,5,Option 1,8.449,8.449,9.305,1,,,,,,,,,,,,,,,,,,,,Option2,Option1,88,88,ony,ony,ony,It was too short,
2020-10-19 12:58:21,2020-10-19 14:35:49,IP Address,73.178.198.150,100,5848,True,2020-10-19 14:35:49,R_2OSGxJZLlJLN7Fp,,,,,39.422607421875,-74.49590301513671875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,57.289,0,Option 1,1.687,1.687,2.971,1,Option1,Option2,88,88,ony,,ony,It was too short,66945
2020-10-19 14:41:56,2020-10-19 14:44:24,IP Address,73.178.198.150,100,147,True,2020-10-19 14:44:24,R_2BzIdGIcXfg2pK0,,,,,39.422607421875,-74.49590301513671875,anonymous,EN,I understand the information above and wish to continue,10,False,False,False,34.226,43.679,44.395,6,,0,0,10.205,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option1,,,ony,ony,ony,It was too long,66945
2020-10-19 17:44:52,2020-10-19 17:50:09,IP Address,35.0.22.246,100,316,True,2020-10-19 17:50:09,R_21gHxLeLI1OaFF1,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,10,False,True,False,,79.278,152.297,154.384,8,,0,0,10.008,0,,,,,,,,,,,,,,,,,,,,Option2,Option2,75,25,The cut off information,To avoid overthinking,"People giving money away or keeping it for themselves, without knowing the identity of the other person.",It was the right amount of time,70711
2020-10-19 18:12:23,2020-10-19 18:16:28,IP Address,208.104.185.160,100,245,True,2020-10-19 18:16:28,R_3PovZ8yDmPTl9YH,,,,,35.050201416015625,-80.9907989501953125,anonymous,EN,I understand the information above and wish to continue,10,False,True,False,29.929,55.222,57.414,5,Option 1,3.389,3.389,5.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option1,,,No,To see how different outcome options would affect the thinking times for someone to perform a cost/benefit analysis between their choices,I think this study was about seeing how certain circumstances can affect a person's willingness to take risks,It was the right amount of time,69694
2020-10-19 18:28:04,2020-10-19 18:33:08,IP Address,68.48.134.90,100,303,True,2020-10-19 18:33:08,R_3qyBNEcwDRl2bF7,,,,,42.2196044921875,-83.6045989990234375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,42.489,0,Option 2,13.09,13.09,15.32,1,Option1,Option1,80,20,"There was nothing bizarre about this. ",,"It was about how people are going to use their money in situations that give and take. ",It was the right amount of time,69481
2020-10-19 20:03:07,2020-10-19 20:05:20,IP Address,68.55.179.177,100,132,True,2020-10-19 20:05:20,R_3qPBuUbbySacWaF,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.262,0,Option 1,2.838,2.838,3.821,1,,,,,,,,,,,Option1,Option2,,,No,,"I think this study was about whether people were risk averse or not. ",It was the right amount of time,70659
2020-10-19 20:29:08,2020-10-19 20:32:14,IP Address,73.144.62.101,100,185,True,2020-10-19 20:32:14,R_2TvjHass1w9454N,,,,,42.1699981689453125,-83.78189849853515625,anonymous,EN,I understand the information above and wish to continue,10,False,True,False,38.621,61.466,62.937,5,Option 1,1.89,1.89,3.146,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,"Not really ","To force us to make rapid choices. ","Maybe about loss aversion and how people make rapid decisions about quantitative choices? ",It was too long,70179
2020-10-19 20:31:59,2020-10-19 20:35:34,IP Address,35.1.81.194,100,215,True,2020-10-19 20:35:35,R_29lVpPUvFXSVB0T,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9.456,0,Option 1,3.435,3.435,4.87,1,,,,,,,,,,,Option1,Option2,,,"It was confusing that I would lose all of the money if the coin landed on tails, but the other person would get money no matter the outcome.",,I think this study was about how people view taking risks.,It was too long,70118
2020-10-19 20:50:50,2020-10-19 20:54:49,IP Address,35.1.122.14,100,239,True,2020-10-19 20:54:49,R_1mkQ2K6xjadsfBd,,,,,42.5316009521484375,-83.5261993408203125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,50.051,0,Option 2,21.164,21.164,22.954,1,Option1,Option2,30,70,"No, I don't think there was anything super difficult or confusing about this study.",,"I think this study was about testing the risk vs reward factor. ",It was the right amount of time,70567
2020-10-19 20:51:48,2020-10-19 20:56:25,IP Address,35.3.104.139,100,276,True,2020-10-19 20:56:25,R_32KFP8bIMRtFqhI,,,,,42.306793212890625,-83.705902099609375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,10,False,True,False,,99.98,112.294,113.721,6,Option 2,7.041,7.041,8.409,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,70,30,No,Forcing someone to make a decision,"How people make decisions in relation to jealously and/or generosity ",It was the right amount of time,69975
2020-10-19 20:58:06,2020-10-19 21:00:27,IP Address,98.222.206.64,100,141,True,2020-10-19 21:00:27,R_2sb6SabGdlzk6Ut,,,,,42.076995849609375,-87.7209014892578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.725,4.049,11.552,2,Option 1,1.075,1.075,2.105,1,,,,,,,,,,,Option2,Option2,,,I'm curious what the odds of winning — the 45% vs 50% — have to do w the conclusions of the study,,Whether we'd be more likely to bet on odds if it involved another person benefiting as well,It was too long,70108
2020-10-19 21:23:19,2020-10-19 21:31:12,IP Address,35.2.251.132,100,473,True,2020-10-19 21:31:12,R_3izpY1lFxNuLZCw,,,,,42.28759765625,-83.3733978271484375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,105.922,0,Option 2,17.181,17.181,19.661,1,Option1,Option2,20,80,no,,"The way we think of getting a small fortune compared to strangers, and whether we choose to share our fortune or chances of getting a bigger fortune. ",It was the right amount of time,71066
2020-10-19 21:51:36,2020-10-19 21:55:02,IP Address,64.53.175.139,100,206,True,2020-10-19 21:55:03,R_2fGSRt9Ry9G0Jk2,,,,,42.33099365234375,-83.37850189208984375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,10,True,True,False,,44.321,59.826,61.612,5,Option 2,9.515,9.515,10.109,1,,,,,,,,,,,,,,,,,,,,Option1,Option1,40,60,Nothing,Do get people to make the decision their first instinct told them to.,Determining whether or not people are greedy or not.,It was the right amount of time,69601
2020-10-19 22:14:12,2020-10-19 22:17:16,IP Address,73.145.175.114,100,183,True,2020-10-19 22:17:16,R_1lgJngCJ31Dtn6X,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,10,True,True,False,62.171,76.72,77.12,6,Option 1,2.879,2.879,3.897,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,No,To make us decide quickly,People risking their money,It was the right amount of time,70235
2020-10-19 22:24:10,2020-10-19 22:26:40,IP Address,50.4.67.166,100,149,True,2020-10-19 22:26:40,R_3fxI4i78MrpX16J,,,,,41.318695068359375,-81.8318023681640625,anonymous,EN,I understand the information above and wish to continue,10,False,True,False,13.532,62.311,63.238,7,Option 2,2.38,2.38,3.895,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,No,To make a person make a decision quickly,How people value money,It was the right amount of time,70722
2020-10-19 23:16:30,2020-10-19 23:26:23,IP Address,67.85.244.210,100,593,True,2020-10-19 23:26:24,R_2S1r9XsmLHSOGeR,,,,,40.5980072021484375,-73.9467010498046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,10,False,True,False,,353.191,435.984,436.413,6,,0,0,10.007,0,,,,,,,,,,,,,,,,,,,,Option2,Option2,50,50,No,"So make the decision be a true decision rather than a thought out decision. ","Inner thoughts about sending money ",It was the right amount of time,69724
2020-10-22 17:17:34,2020-10-22 17:21:42,IP Address,35.2.249.32,100,247,True,2020-10-22 17:21:42,R_2eOMCRsJsBRLx0s,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.054,0,Option 1,4.96,4.96,6.562,1,,,,,,,,,,,Option2,Option2,,,"No, not really.",,"If people are more willing to take chances even if they might lose a prize, or if they don't want to take chances even if taking a chance could give them a bigger prize.",It was the right amount of time,71118
2020-10-27 19:32:16,2020-10-27 19:37:43,IP Address,35.1.175.207,100,327,True,2020-10-27 19:37:44,R_1QmgCbaB8m0qpZt,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,65.086,0,Option 2,29.104,29.104,32.074,1,Option2,Option2,40,60,No,,"To see what people would do anonymously when they don't have an obligation to someone but would they still give money to that someone they don't know ",It was the right amount of time,71219
2020-10-27 22:42:03,2020-10-27 22:46:54,IP Address,98.243.51.71,100,290,True,2020-10-27 22:46:54,R_72tZbktOZqB17JD,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11.879,0,Option 2,3.521,3.521,5.5,1,,,,,,,,,,,Option2,Option1,,,"There was another random person involved benefiting from me choosing an option  ",,Understanding probability,It was too long,70510
2020-10-27 22:55:39,2020-10-27 22:59:28,IP Address,98.243.51.71,100,228,True,2020-10-27 22:59:28,R_2WSa5XUESjnVMpl,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,10,False,True,False,41.397,74.236,76.906,5,Option 2,1.641,1.641,3.926,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,No,To make us rush to make a decision,"about gambling ",It was too long,70706
2020-10-27 23:12:02,2020-10-28 01:23:43,IP Address,68.49.201.94,100,7900,True,2020-10-28 01:23:43,R_3szFc58qSdRrNwp,,,,,42.331298828125,-83.46559906005859375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,36.037,0,Option 2,16.44,16.44,17.65,1,Option1,Option2,40,60,No,,I think the study was about if people are willing to share and whether they choose stability or risk.,It was the right amount of time,71267
2020-10-28 10:25:28,2020-10-28 10:31:34,IP Address,198.0.127.45,100,365,True,2020-10-28 10:31:34,R_30uA6utn6MMV8uv,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,10,False,True,False,,71.636,95.38,96.699,5,,0,0,10.107,0,,,,,,,,,,,,,,,,,,,,Option2,Option2,30,70,No,"To speed up the choosing time, forcing me to simply make reactions revealing my true nature rather than have time to contemplate and change my ""gut reaction""","Social interactions, specifically if people are willing and trusting that both parties will do the right thing rather and be equally profitable rather than fight for their own (lesser)profits",It was too short,69728
2020-10-28 10:36:38,2020-10-28 10:39:45,IP Address,98.243.217.162,100,186,True,2020-10-28 10:39:45,R_126h06c0yJslFHo,,,,,42.928497314453125,-83.63320159912109375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8.868,0,Option 2,7.987,7.987,11.295,1,,,,,,,,,,,Option2,Option2,,,no,,Whether people are more likely to take risks for an increasing amount of reward.,It was too long,69707
2020-10-28 10:36:11,2020-10-28 10:50:32,IP Address,24.50.224.111,100,860,True,2020-10-28 10:50:32,R_viCjqaulSNyquAh,,,,,18.4662933349609375,-66.1056976318359375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,99.302,0,Option 2,19.193,19.193,20.993,1,Option1,Option1,60,40,"no, the study was very clear ",,"the study was about what people would prefer a small amount of money guaranteed vs a chance at having double amount of money, and how these decisions change if another person can be affected by your options",It was the right amount of time,71093
2020-10-28 11:38:58,2020-10-28 11:45:57,IP Address,35.0.38.73,100,419,True,2020-10-28 11:45:57,R_3lzhX7Dpc2a1pAq,,,,,42.2196044921875,-83.6045989990234375,anonymous,EN,I understand the information above and wish to continue,10,False,True,False,16.672,86.497,88.165,11,Option 1,7.455,7.455,9.231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,No,"To be sure people made quick decisions and their initial reaction was measured. ",How people make financial decisions--if the possibility for more money outweighs the risk of having no money.,It was too long,69747
2020-10-28 13:20:01,2020-10-28 13:24:42,IP Address,173.14.60.1,100,281,True,2020-10-28 13:24:42,R_2CQDrLQveD4Q7Fz,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,10,False,True,False,,41.488,95.718,97.235,7,,0,0,10.006,0,,,,,,,,,,,,,,,,,,,,Option2,Option1,70,30,The instructions were somewhat long and hard to follow,"To get people to make a decision fast with little to know thought; to see their instinctual response ","To see if people are inherently selfish ",It was the right amount of time,69564
2020-10-28 14:37:34,2020-10-28 14:43:57,IP Address,35.1.13.12,100,383,True,2020-10-28 14:43:58,R_22xAuYtEPAqoJT9,,,,,42.19549560546875,-83.48940277099609375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,10,False,True,False,,101.123,120.847,129.479,5,Option 2,5.301,5.301,8.34,1,,,,,,,,,,,,,,,,,,,,Option2,Option1,20,80,No,"So that people made decisions quickly instead of taking forever to decide and overthinking or overcomplicating their responses. ",How other's decisions impact your decisions.,It was the right amount of time,69807
2020-10-28 15:32:00,2020-10-28 15:33:53,IP Address,35.2.23.189,100,112,True,2020-10-28 15:33:54,R_2areXDYl8UpvLaV,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.023,0,Option 2,2.986,2.986,3.769,1,,,,,,,,,,,Option2,Option2,,,No,,This study is about decision making and risk factors.,It was the right amount of time,71099
2020-10-28 19:38:36,2020-10-28 19:43:03,IP Address,73.18.156.179,100,266,True,2020-10-28 19:43:03,R_33qcvFDfpB2J4cB,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,10,False,True,False,2.689,75.505,77.145,12,Option 2,2.962,2.962,4.847,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,Nope,To get you to choose faster.,Whether time constraints influence our choices.,It was the right amount of time,70141
